AAC6-PRIME.1002|AF140221.1|AF140221|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	1	0	.	.	class:Aminoglycosides; mechanism:Aminoglycoside N-acetyltransferases; group:AAC6-PRIME; Source_Database:Resfinder; Source_Headers:aac(6')-Iz_1_AF140221
DHFR.1003|DQ267940.1|DQ267940|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation	1	0	.	.	class:Trimethoprim; mechanism:Dihydrofolate reductase; group:DHFR; Source_Database:Resfinder; Source_Headers:dfrA25_1_DQ267940
ARR.1004|KC199968.1|KC199968|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	1	0	.	.	class:Rifampin; mechanism:Rifampin ADP-ribosyltransferase Arr; group:ARR; Source_Database:NCBI; Source_Headers:gi|441088291|gb|KC199968.1|1-453
AAC6-PRIME.1009|AF031326.1|AF031326|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	1	0	.	.	class:Aminoglycosides; mechanism:Aminoglycoside N-acetyltransferases; group:AAC6-PRIME; Source_Database:Resfinder; Source_Headers:aac(6')-Ir_1_AF031326
ANT3-DPRIME.100|FR772051.1|FR772051|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	1	0	.	.	class:Aminoglycosides; mechanism:Aminoglycoside O-nucleotidyltransferases; group:ANT3-DPRIME; Source_Database:Resfinder; Source_Headers:spc_1_X02588
AAC6-PRIME.1013|AB119105.1|AB119105|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	1	0	.	.	class:Aminoglycosides; mechanism:Aminoglycoside N-acetyltransferases; group:AAC6-PRIME; Source_Database:Resfinder; Source_Headers:aac(6')-Iad_1_AB119105
ARR.1014|AF001493.1|AF001493|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR	1	0	.	.	class:Rifampin; mechanism:Rifampin ADP-ribosyltransferase Arr; group:ARR; Source_Database:NCBI; Source_Headers:gi|777214100|emb|LN831039.1|1318958-1319389 gi|2967655|gb|AF001493.1|356-787
CTX.1017|JQ343850.1|JQ343850|betalactams|Class_A_betalactamases|CTX	1	0	.	.	class:betalactams; mechanism:Class A betalactamases; group:CTX; Source_Database:NCBI; Source_Headers:gi|649725590|gb|KJ802489.1|1-876 gi|384406792|gb|JQ343850.1|1079-1954
FOSA.1019|JQ343850.1|JQ343850|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	1	0	.	.	class:Fosfomycin; mechanism:Fosfomycin thiol transferases; group:FOSA; Source_Database:Resfinder; Source_Headers:fosA_14_AB522970
ERMA.101|unknown_id|unknown_name|MLS|23S_rRNA_methyltransferases|ERMA	1	0	.	.	class:MLS; mechanism:23S rRNA methyltransferases; group:ERMA; Source_Database:NCBI; Source_Headers:gi|985566378|dbj|LC068959.1|34727-35458 gi|985563902|dbj|AB721404.1|47903-48634 gi|974697948|dbj|AP017320.1|55002-55733 gi|974697948|dbj|AP017320.1|1763438-1764169 gi|974161314|gb|CP012018.1|49511-48780 gi|974161314|gb|CP012018.1|1840761-1841492 gi|974158397|gb|CP012015.1|49514-48783 gi|974155539|gb|CP012013.1|49513-48782 gi|974155539|gb|CP012013.1|1847785-1848516 gi|974152716|gb|CP012012.1|49727-48996 gi|974149849|gb|CP012011.1|49539-48808 gi|974149849|gb|CP012011.1|1890260-1890991 gi|803444476|gb|CP011147.1|49444-50175 gi|803444476|gb|CP011147.1|1667505-1668236 gi|758371776|dbj|AB983237.1|16611-15880
MSRC.1021|AJ243209.1|AJ243209|MLS|Macrolide_resistance_efflux_pumps|MSRC	1	0	.	.	class:MLS; mechanism:Macrolide resistance efflux pumps; group:MSRC; Source_Database:NCBI; Source_Headers:gi|6687492|emb|AJ243209.1|1-405 gi|88770353|gb|DQ384855.1|1-386
CARB.1034|JQ364968.1|JQ364968|betalactams|Class_A_betalactamases|CARB	1	0	.	.	class:betalactams; mechanism:Class A betalactamases; group:CARB; Source_Database:NCBI; Source_Headers:gi|385721363|gb|JQ364968.1|3333-4229
NDM.1036|KC149527.1|KC149527|betalactams|Class_B_betalactamases|NDM	1	0	.	.	class:betalactams; mechanism:Class B betalactamases; group:NDM; Source_Database:NCBI; Source_Headers:gi|974752094|gb|KT164809.1|1311-2123 gi|974752068|gb|KT164808.1|8334-9146 gi|974570295|emb|LN997846.1|3255978-3255166 gi|971825756|dbj|LC107774.1|1-813 gi|971497891|gb|CP012901.1|4095905-4096717 gi|971497742|gb|CP012903.1|22174-22986 gi|971497538|gb|CP012902.1|62381-63193 gi|969535508|gb|KT364224.1|1-813 gi|969535508|gb|KT364224.1|3239-4051 gi|963776569|gb|KU162940.1|1-813 gi|963776554|gb|KT365396.1|1-813
CATB.1055|AY139601.1|AY139601|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	1	0	.	.	class:Phenicol; mechanism:Chloramphenicol acetyltransferases; group:CATB; Source_Database:NCBI; Source_Headers:gi|24209732|gb|AY139601.1|555-1187
PBP2.1058|unknown_id|unknown_name|betalactams|Penicillin_binding_protein|PBP2	1	0	.	.	class:betalactams; mechanism:Penicillin binding protein; group:PBP2; Source_Database:NCBI; Source_Headers:gi|478686599|gb|KC601653.1|258-1
VGA.105|FR772051.1|FR772051|MLS|ABC_transporter|VGA	1	0	.	.	class:MLS; mechanism:ABC transporter; group:VGA; Source_Database:Resfinder; Source_Headers:vga(E)_1_FR772051
ERMB.1066|unknown_id|unknown_name|MLS|23S_rRNA_methyltransferases|ERMB	1	0	.	.	class:MLS; mechanism:23S rRNA methyltransferases; group:ERMB; Source_Database:Resfinder; Source_Headers:erm(B)_21_U35228
AAC6-PRIME.1070|AB777501.1|AB777501|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	1	0	.	.	class:Aminoglycosides; mechanism:Aminoglycoside N-acetyltransferases; group:AAC6-PRIME; Source_Database:NCBI; Source_Headers:gi|459978576|dbj|AB777501.1|2292-2846 gi|974751547|gb|KU130294.1|207921-207368 gi|762041897|gb|KM589497.1|3859-4412 gi|723217933|gb|KM382183.1|734-1287 gi|697287983|dbj|AB715422.2|26596-27149 gi|672858205|gb|KF998105.1|4296-4849 gi|648296171|dbj|AB917040.2|102-655 gi|636632020|gb|KJ623741.1|734-1287 gi|636631997|gb|KJ575542.1|682-1235 gi|636631830|gb|KJ543560.1|681-1234
AAC6-PRIME.1074|FJ854362.1|FJ854362|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	1	0	.	.	class:Aminoglycosides; mechanism:Aminoglycoside N-acetyltransferases; group:AAC6-PRIME; Source_Database:NCBI; Source_Headers:gi|787862679|gb|CP008707.1|30685-30131 gi|657224404|gb|KF056330.2|129149-129703 gi|604724082|gb|KJ131499.1|6874-7428 gi|478437738|gb|KC469284.1|1027-1581 gi|407731706|gb|JX023441.1|1039-1593 gi|345645209|gb|JN253503.1|1038-1592 gi|316308403|gb|HM451497.1|6873-7427 gi|310769860|gb|HM622145.1|1055-1609 gi|310769856|gb|HM622144.1|1056-1610 gi|240114397|gb|FJ854362.1|1703-2257
TET43.107|unknown_id|unknown_name|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET43	1	0	.	.	class:Tetracyclines; mechanism:Tetracycline resistance major facilitator superfamily MFS efflux pumps; group:TET43; Source_Database:NCBI; Source_Headers:gi|242129309|gb|GQ244501.1|1619-60
ANT3-DPRIME.1080|AF294653.1|AF294653|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	1	0	.	.	class:Aminoglycosides; mechanism:Aminoglycoside O-nucleotidyltransferases; group:ANT3-DPRIME; Source_Database:NCBI; Source_Headers:gi|695207935|ref|NG_035452.1|1709-2488
CML.1081|AF294653.1|AF294653|Phenicol|Phenicol_efflux_pumps|CML	1	0	.	.	class:Phenicol; mechanism:Phenicol efflux pumps; group:CML; Source_Database:NCBI; Source_Headers:gi|973715451|gb|CP013836.1|108114-106855 gi|666688170|gb|KJ463833.1|23054-24313 gi|636632003|gb|KJ575543.1|2792-4051 gi|595650110|gb|KJ002506.1|1774-3033 gi|524852998|gb|JX857539.1|1120-2379 gi|513127047|gb|KC759526.1|835-2094 gi|347602579|gb|JF806501.1|1373-114 gi|320091601|gb|HQ148722.1|1769-3028 gi|300391750|gb|HM175866.1|1709-2968 gi|695212119|ref|NG_036333.1|6339-7598
CTX.1090|DQ303459.3|DQ303459|betalactams|Class_A_betalactamases|CTX	1	0	.	.	class:betalactams; mechanism:Class A betalactamases; group:CTX; Source_Database:NCBI; Source_Headers:gi|90019040|gb|DQ303459.3|3175-4063 gi|908301814|gb|CP012165.1|2401724-2401398 gi|908276372|gb|CP010376.2|2363798-2363472 gi|908266278|gb|CP012170.1|86929-87255 gi|828977725|gb|CP011650.1|1898170-1897844 gi|828945832|gb|CP011618.1|579945-579619 gi|828945832|gb|CP011618.1|4494210-4493884 gi|828945622|gb|CP011617.1|71779-72105 gi|828933802|gb|CP011601.1|275235-274909 gi|828927642|gb|CP011597.1|560219-559893 gi|828927436|gb|CP011596.1|70452-70778
